,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
132,chains,break,ve,these,around,heart,my,got,you,to,unchanged,sender,finally,lonely,avoiding,beware,the,cutting,me,anger,am,remains,thrown,stones,long,girl,danger,return,of,why,bone,vision,lived,worse,stranger,locked,asking,listening,only,twice,too,with,sight,life,memory,is,been,sign,are,cause
134,enchanted,meet,struck,enchanting,wondering,blushing,was,wonder,you,sparkling,spend,forever,don,please,youthis,knew,is,flawless,all,night,to,somebody,waiting,someone,starts,let,ll,it,if,dancing,elseplease,insincerity,knewthis,home,playful,remarks,way,storyline,vacancy,have,the,secrecy,lingering,go,youyour,love,forcing,vanished,else,silhouette
135,into,its,sheds,throats,own,stadium,licking,pours,lift,tongues,out,arms,sunshine,the,behind,crowd,harbor,as,become,habits,orleans,hands,whispers,streets,pale,covered,sheets,their,golden,where,will,perspired,vacuums,racetracks,textures,thoughts,and,basements,met,breathe,rounded,shivered,wind,rest,down,rhythms,rubies,hollowed,needles,stretching
136,bored,giving,you,what,begging,teaching,need,re,torn,scores,say,piece,me,want,anymore,afraid,makes,forget,settle,sure,door,free,without,walk,live,so,leave,set,about,for,any,it,to,at,not,all,afford,and,every,fair,games,when,played,just,don,fun,the,of,never,knows
137,coming,round,ll,home,circle,spin,someday,be,to,ends,again,everywhere,we,may,feels,you,learned,another,it,will,believeit,long,pray,endbut,the,homewe,homeit,world,never,possibility,know,still,but,prays,been,entertain,meit,like,that,told,wars,homei,waits,so,me,oh,new,there,ve,soldier
139,want,ya,babe,is,all,you,hangin,don,tough,need,doorall,gotta,rusts,heaviest,baby,be,thru,gonna,nuts,metal,any,once,open,bust,old,told,last,wanna,worsedon,assurance,before,girl,it,just,insurance,more,prescription,nurse,love,license,tell,politics,youall,will,youdon,argue,the,me,time,not
141,you,re,nextput,downsoak,hands,slam,arrest,playing,your,begging,dumb,but,admit,twice,name,hoping,dry,clothes,tomorrow,sorry,control,aroundwhen,it,throw,taking,outwhen,under,door,bitch,up,what,tonight,high,my,ityou,scary,leave,not,again,better,beg,off,won,about,more,view,scream,giving,and,back
142,cigarette,you,like,out,cancer,put,sincerity,sarcastic,threw,beg,sharpen,what,guilt,penny,me,get,gave,feel,person,deny,to,paid,live,guillotineyou,brokenas,stay,everything,guillotine,pretty,kind,still,away,feeli,your,wish,kneel,disease,noticed,did,choke,begins,embrace,little,love,paint,as,in,life,corner,been
143,collection,you,part,she,once,my,even,hit,got,if,to,with,ain,nothin,tell,confessions,and,response,possession,singers,the,child,had,rude,one,no,this,codeine,promised,rappers,freak,yeah,of,at,angel,me,on,last,get,know,fucked,send,collectionstandin,hahashe,pantywon,disposal,pinstripes,splain,flightwon,clinkin
146,man,pray,always,way,why,your,you,want,be,that,oursit,the,to,eternally,it,feel,mani,can,smile,kissing,cry,weak,miles,inside,manthey,million,lips,manif,beit,arms,strong,time,give,away,forever,me,re,god,my,believe,another,for,hold,love,won,when,faith,but,and,tomorrow
147,colder,sunrise,the,shoulder,died,nowhere,spent,ways,grow,lookin,nights,hide,must,fight,many,wait,has,too,left,heart,over,world,ve,to,live,of,again,make,one,my,got,owner,life,touches,prisoner,undo,done,and,normal,weary,so,for,loaded,no,price,rules,stone,me,in,livin
149,stopping,try,no,us,well,you,there,easy,top,once,if,to,take,because,would,hit,job,the,it,usooh,twiceno,usshould,hailing,bakers,sender,fun,promise,its,personally,received,only,lie,joint,baby,oooooh,dozen,created,address,we,vacation,down,should,letters,not,station,mary,pound,get,begun,ll
151,found,birdie,will,ol,be,little,highway,tree,maybe,sea,comes,nobody,big,looking,lost,somedays,strayed,til,ain,here,when,feather,runaway,my,roam,at,hurricane,left,countin,down,time,on,out,dawn,lit,keep,riding,in,ghost,train,it,for,but,nights,bit,all,moon,okay,the,throw
152,bad,do,want,she,you,comfortable,saiddo,said,it,to,enough,yeah,are,walking,ever,appreciation,eggshells,youdo,just,not,that,egg,communication,could,baby,apologies,trying,when,shells,make,try,coffee,bitter,wrapped,pulling,missed,color,like,sell,magic,feel,bet,burn,mouth,holding,water,hell,my,thinking,hate
153,was,born,insane,forlorn,he,since,rang,erased,frustration,wound,bullets,ever,day,when,where,awake,happened,kid,brain,brother,win,called,the,three,soon,straight,felt,phone,late,tried,lose,took,knew,it,maybe,hey,him,and,came,two,to,you,call,am,head,much,find,little,always,would
154,the,evermore,latch,lands,sands,showers,our,grain,shore,these,breeze,rose,plans,sun,in,is,hearts,summer,are,wind,gold,sweet,that,fly,gave,kiss,door,this,tonight,fall,made,before,girl,on,minds,and,lead,will,fear,there,out,far,change,like,wrong,live,into,eyes,some,away
155,ready,get,this,for,00,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,player,played,playboywell,playnow,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter
157,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
159,mma,mistakes,make,human,only,man,mistakesi,yeahhh,my,raw,the,he,momma,in,boss,run,real,it,daddy,mmaa,rapour,perfecti,mex,delano,kays,squeek,gamejust,humani,monthsi,mistakes12,dbink,fart,chicanos,son,club,steamin,rolley,v8,mistakeswake,motels,soprano,lord,rodney,on,leo,lp,psalm,oh,deadbeat,baggin
160,me,you,or,leave,mercy,aloneyou,hurts,don,love,baby,if,want,show,it,need,really,how,much,say,know,gonna,understand,go,some,think,quits,maybe,commit,to,just,let,not,your,do,that,shouldn,what,then,figure,plan,needed,time,gave,yes,guess,re,no,real,alone,is
161,rope,us,give,deal,forget,bedsheetsthis,itwith,itthey,wanting,wrestled,ll,pencil,enough,nightmares,to,something,much,sweat,or,they,is,lizing,heartachesthis,forgetthey,forgetwhen,your,fevers,heard,with,sets,so,light,backwards,crystal,again,everything,of,voices,the,this,winter,it,you,all,everyone,times,in,love,has,bad
164,need,your,love,feel,alive,you,free,high,wrong,helpless,everything,eyes,make,filled,tonight,time,so,the,right,now,come,to,are,fear,with,arms,open,all,watch,been,when,and,my,same,be,closing,again,it,hold,do,circles,ever,stranger,figure,me,belong,in,dreaming,tell,here
165,code,problems,shed,energy,shell,ready,solve,figured,aren,thick,energyso,of,calloused,easy,to,young,break,you,his,lost,paranoid,the,our,man,some,think,out,disjointed,scatterbrained,asymmetryour,shellso,energycode,ingestion,planetary,energyhi,energyi,shellthe,skin,have,insecurity,bipolar,is,damn,obsession,void,that,bent,haunted,in,hi
167,hockey,stick,world,rule,the,and,planet,ll,grovel,changed,difference,problems,my,will,change,thanks,our,saved,their,with,it,earth,lives,defects,appoint,gathers,arson,affecting,to,thus,syphilis,utopia,use,solving,dictate,racism,skill,solved,humanity,reside,floods,warming,global,aids,rape,ruler,showers,masses,leaders,this
168,sad,britney,for,time,freaking,it,ok,goodbye,songs,singing,mon,along,tired,stupid,me,alright,knows,move,get,should,things,to,ah,goodbyeit,let,sign,why,magazines,you,who,heaven,vegas,go,on,of,that,just,worry,youexchanged,questionwhy,frantic,all,ultimatums,restricted,the,was,our,intervene,said,teams
170,mortar,bricks,knock,cravings,bulldozers,constructing,dormant,parks,jackets,and,donkey,site,reflecting,progress,homeless,has,reveal,social,mirrors,pavement,stands,parking,houses,down,success,cracks,forty,hundreds,whose,months,grand,why,pulling,windows,path,yellow,choice,cost,build,glass,space,the,they,car,past,its,hide,do,change,while
173,store,cross,red,goin,lord,more,no,ain,back,to,that,cought,bleendin,ailing,my,well,boll,weevils,merchant,wen,flour,meal,told,for,before,coffee,go,bread,sugar,you,fighting,fix,twice,asked,job,almost,brain,death,thousand,war,breath,wouldn,save,floor,hell,once,if,went,times,me
175,na,generation,famous,lover,peace,win,legitimate,choosing,but,love,to,money,shit,it,is,ejectable,mappable,scrounge,constitution,re,in,despicable,disrespectful,visual,felon,99,mean,chemical,internet,and,buying,even,spending,were,hits,now,if,race,the,fat,we,dirty,honey,thousand,wall,hundred,you,blow,pay,was
176,was,born,pink,lost,kinda,dreaming,homely,geographic,feelin,shroud,boney,cloak,with,man,lonely,nailed,marbles,aged,ability,choked,engaged,separated,cable,crippled,erased,snake,neon,natural,sunlight,attack,cage,trippin,cried,within,cross,sick,back,the,already,hell,tried,city,black,talk,walk,and,to,feeling,home,were
177,the,tches,in,tch,maybach,gga,uh,mobile,gon,on,yo,curtains,pull,my,ain,riding,money,dreamsis,rrring,competion,moff,duece,chromisomes,piff,amunition,evans,ahhahaha,for,ahaha,waldorf,endowed,nonexistent,pe,cker,somthin,samurai,story,to,cashmere,ted,dummies,squirtin,delorean,up,music,jadakiss,erykah,scholar,aroused,380
179,filled,meaning,re,serious,with,you,okayyou,judgement,shit,freedom,okay,say,fear,see,eyes,in,no,when,know,your,and,playlet,playful,playfulness,players,playerplaya,playground,playersee,playing,playit,playero,playhell,playhonest,playif,playin,playingthere,playingrococo,playingpush,playgrounds,00,playeri,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted
182,cap,brrrt,her,bitch,uh,my,the,put,house,nigga,diamonds,in,up,gave,holy,out,bank,week,em,got,gone,ethiopian,lolli,myersmy,strapyellow,backstabbed,yeahha,shmurda,yachtmaster,yello,yeahtake,bezels,rucker,beneficial,to,pray,paps,coachella,at,roxy,like,straight,mello,thottie,beretta,pedro,maison,perro,adapt,go
183,angel,another,bell,rings,wings,wonderful,gets,each,share,his,every,an,and,ringing,sing,fly,help,everybody,care,remember,that,tonight,life,show,light,inside,joyous,resounding,your,for,heart,true,kindness,blessings,so,ray,tender,shines,it,answers,little,you,as,bright,voice,act,star,seem,worth,there
184,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
185,jazz,jimmy,zed,chop,he,police,for,dread,said,lookin,his,ears,off,it,they,jazzinfact,saidsattamassagana,jazzj,jazzpolice,jazzwhat,jazzso,thatso,ehsattamassagana,hanged,seeso,cut,you,ain,went,re,sucks,looking,guarantee,come,and,relief,thief,tale,oh,but,bother,head,hmm,soldier,your,cos,message,around,look,the
187,ohohoh,rising,thinking,stronger,before,than,ve,been,high,oh,about,am,figured,breathing,chains,better,afraid,picking,not,used,own,alone,be,neck,all,falling,let,shutting,may,won,and,day,some,night,round,getting,how,break,to,my,say,me,cause,sticks,stones,struggle,always,out,her,doors
188,shine,gonna,by,you,deny,push,won,afraid,ll,stand,and,be,don,stay,try,okwhen,okdo,youshine,oki,pull,away,love,embers,ignite,frown,wound,me,cause,let,call,can,time,underground,it,your,all,buried,crown,faded,diamond,just,tell,waste,wear,beat,lie,line,waiting,big,watch
189,count,not,know,knot,you,on,to,loose,plan,sick,breath,moon,use,holding,tired,blue,under,truth,till,came,fall,the,face,should,well,my,through,do,if,no,what,just,is,but,your,of,it,and,players,playerplaya,playingpush,playful,playfulness,playgrounds,playhell,playhonest,playif,playin,playingrococo,playing
191,you,ya,the,for,it,dearly,departed,armed,ask,cocked,dreamt,target,more,missin,what,parenthood,funyou,folklore,shot,how,endyou,lookin,in,homeboys,wouldn,was,nightstand,he,somebody,til,abandon,rave,can,spoiled,black,sworn,getcha,slums,rotten,prom,pawn,tec,start,hand,ford,sixteen,projects,sellin,from,feds
192,ya,oh,meet,need,rememberroll,yea,freezin,nowoh,babei,the,summer,leavin,see,now,and,leaves,right,baby,that,ohdid,isn,it,there,ohnow,you,next,round,kiss,love,until,because,young,summers,lone,re,enough,came,wrong,might,run,same,we,tore,know,was,be,they,stay,down,but
193,christmas,yeah,merry,very,special,oh,this,will,caroling,be,ha,blazing,whoa,alright,now,woopresents,christmasalright,christmasthe,bright,and,nowfireside,haooh,alrightyeah,outshine,ohyeah,trim,gonna,fireside,hey,cheer,mistletoe,cards,the,filled,night,through,as,tree,we,it,right,is,baby,hang,for,year,fun,have,happy,town
195,flames,slowly,goneup,gone,in,up,have,water,we,longi,its,tasted,stop,know,salt,time,it,over,flying,this,pour,can,burn,song,wrong,so,on,some,only,too,now,re,no,you,playhell,playlet,playful,playit,playingthere,playfulness,playingrococo,playground,playingpush,playing,playin,playif,playersee,playgrounds,playhonest,00
196,surrender,better,you,we,ooh,surrounded,the,rescue,shake,gotta,and,got,have,love,tunnel,deceive,command,astray,halls,illusion,moonlight,today,stand,to,plan,is,win,thoughts,ones,second,follow,pact,appearing,it,must,shakes,divided,up,what,united,frightened,came,end,way,hesitate,show,excited,let,time,guard
197,home,wife,town,townwell,reasons,hell,make,plenty,curseone,townshe,knowstate,my,doggone,hives,cymbal,shutters,just,that,she,can,the,potent,drummer,wanna,remember,gypsy,you,say,county,rob,there,exist,things,evil,hangin,tellin,walkin,sittin,stuff,worse,brown,steal,ago,turns,job,dry,here,deal,for,ring
198,holding,barely,broken,on,healing,still,meaning,beating,breathing,apart,falling,pain,my,name,hanging,find,guarded,heart,the,in,locks,damaged,youthe,best,looking,outi,lifei,helps,way,freeway,to,you,that,doubts,homei,stealing,is,inside,there,am,purpose,figured,reflection,warning,your,forgotten,comfort,book,ok,clock
199,english,affair,sized,the,forget,oh,my,kissing,love,uh,seven,movie,ridiculous,means,knew,brain,miles,dragged,burning,king,her,picture,in,thousand,playing,serious,today,bed,rain,lights,next,ever,about,she,think,out,memorywhen,carwhen,affairoh,connectionthe,single,can,head,complextion,mayfair,step,storyline,therewhen,was,hideaway
200,calling,you,now,and,the,praying,reaching,evening,had,only,hanging,place,thought,darkness,we,beenmaybe,re,chorus,road,who,heart,me,seen,perfection,doorway,coldest,greater,has,naive,without,come,back,longing,desperate,in,rainbow,can,leave,ve,again,destiny,all,written,ever,love,our,to,wherever,would,vision
201,reputation,she,bad,knows,nobody,what,they,underneath,lady,treat,known,ve,way,got,trust,her,youshe,don,the,care,shown,you,let,all,said,about,through,me,could,it,need,baby,been,that,younobody,takes,tand,say,badand,one,see,know,has,yeahand,like,is,be,home,sinking,long
202,someone,sorry,unknown,love,will,lover,you,isn,behindand,starts,to,anybody,that,blind,didn,meant,really,things,ever,my,believe,fall,could,can,leave,and,mesorry,songso,me,seems,had,endand,but,the,your,ignorance,mean,struck,realise,failed,understood,so,tore,be,jewelry,birthday,months,ohi,calls,laid
203,disrespect,test,drop,verse,go,mean,don,man,let,got,no,me,playground,00,playful,playersee,players,playerplaya,playfulness,playgrounds,playif,playhonest,playero,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playhell,playerno,played,player,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon
204,misunderstood,intentions,whose,lord,don,me,let,please,soul,drown,oh,you,good,dobaby,edgy,thing,girli,are,baby,sometimes,just,yeah,to,be,mean,no,problems,never,share,donebaby,regretting,babybaby,get,got,carefree,forehead,babyoh,bring,yeahif,everybody,sidei,tips,beggin,other,my,know,stay,down,one,foolish
205,the,end,you,day,at,want,of,sureall,and,mistakes,frightening,say,learned,love,re,follow,million,one,there,lightning,sometimes,thinks,know,though,said,that,what,other,break,awake,is,dreamingall,something,babe,even,dayat,on,it,her,dayshe,mooni,flu,daywhen,who,downstairs,windy,ain,if,heart,priest
206,letter,black,gone,strength,day,has,all,away,as,should,could,dead,joy,fun,slept,long,drank,that,hurtless,my,well,scientist,is,the,days,despair,did,monday,there,than,much,find,comfort,and,he,silver,nose,more,simple,silence,clean,will,upon,but,year,called,isn,rest,fear,once
207,shames,out,cheating,getting,oh,finding,fasteroh,answer,care,holding,gets,angryi,angryoh,an,going,don,nothing,ever,you,not,fasteri,want,do,if,re,no,thought,thing,should,it,things,faster,that,by,through,me,right,have,from,what,yeah,to,playgrounds,playhell,playground,playif,playfulness,playin,playful,playing
208,kiss,me,eyes,open,ollie,dilate,with,your,melting,forever,paradisewe,openkiss,opensometimes,farcracking,trove,stay,should,oxen,you,shifting,close,sleepy,mode,when,mold,like,outer,treasure,code,hold,chose,path,trip,stranger,this,track,brought,we,so,dirty,breaking,space,to,kids,the,lay,falling,they,straight,see
